,index,column_2,column_3,column_13
575,1659185340575,Macedonia,Office Supplies,3552404.32
576,1659185340576,Finland,Household,1498574.28
577,1659185340577,Bulgaria,Personal Care,348067.14
578,1659185340578,United Kingdom,Cosmetics,247003.54
579,1659185340579,Malaysia,Vegetables,372358.35
580,1659185340580,Netherlands,Snacks,912623.04
581,1659185340581,Bhutan,Meat,925947.91
582,1659185340582,Vatican City,Baby Food,1025070.6
583,1659185340583,Angola,Clothes,211025.92
584,1659185340584,Poland,Personal Care,158279.31
585,1659185340585,Nigeria,Personal Care,59900.19
586,1659185340586,Afghanistan,Vegetables,147397.53
587,1659185340587,Dominican Republic,Baby Food,1189113.78
588,1659185340588,Kenya,Beverages,272662.83
589,1659185340589,Oman,Baby Food,1117374.78
590,1659185340590,Lesotho,Meat,665194.56
591,1659185340591,Yemen,Fruits,28517.32
592,1659185340592,Niger,Fruits,14033.76
593,1659185340593,Mexico,Cereal,668463.88
594,1659185340594,Sao Tome and Principe,Clothes,84331.52
595,1659185340595,Nepal,Household,595509.9
596,1659185340596,Brunei,Household,4251990.94
597,1659185340597,Pakistan,Baby Food,393129.72
598,1659185340598,Ethiopia,Fruits,58944.56
599,1659185340599,Serbia,Personal Care,224696.55
600,1659185340600,Cote d'Ivoire,Office Supplies,1673047.52
601,1659185340601,Benin,Beverages,82526.84
602,1659185340602,South Sudan,Cosmetics,1483337.89
603,1659185340603,Niger,Cereal,910296.03
604,1659185340604,Ireland,Snacks,148011.36
605,1659185340605,Andorra,Cereal,165007.99
606,1659185340606,Angola,Clothes,322918.4
607,1659185340607,The Bahamas,Meat,2888344.8
608,1659185340608,Italy,Baby Food,1398113.4
609,1659185340609,Romania,Household,2120718.8
610,1659185340610,Slovakia,Fruits,27417.04
611,1659185340611,South Korea,Beverages,309030.59
612,1659185340612,Afghanistan,Cosmetics,66095.83
613,1659185340613,Panama,Baby Food,1010563.38
614,1659185340614,Kenya,Beverages,184413.79
615,1659185340615,Eritrea,Household,4265056.98
616,1659185340616,Laos,Personal Care,72310.92
617,1659185340617,Israel,Fruits,21313.6
618,1659185340618,Fiji,Snacks,958809.6
619,1659185340619,Cambodia,Baby Food,1519432.02
620,1659185340620,Antigua and Barbuda ,Office Supplies,3757138.72
621,1659185340621,Canada,Household,4902277.7
622,1659185340622,Georgia,Office Supplies,730219.36
623,1659185340623,Austria,Baby Food,1301664.3
624,1659185340624,Bhutan,Beverages,101950.53
625,1659185340625,Maldives,Office Supplies,879832.96
626,1659185340626,Norway,Clothes,206689.28
627,1659185340627,New Zealand,Baby Food,1546692.84
628,1659185340628,Rwanda,Vegetables,430735.41
629,1659185340629,Qatar,Household,2089058.78
630,1659185340630,Nicaragua,Baby Food,1319997.6
631,1659185340631,Netherlands,Cosmetics,2489785.15
632,1659185340632,Russia,Snacks,688023.84
633,1659185340633,Latvia,Clothes,89922.56
634,1659185340634,Belgium,Personal Care,240450.81
635,1659185340635,Vietnam,Household,1374446.9
636,1659185340636,Armenia,Household,2758944.6
637,1659185340637,Solomon Islands,Snacks,199362.24
638,1659185340638,Seychelles ,Meat,3270539.92
639,1659185340639,Portugal,Snacks,473071.2
640,1659185340640,Central African Republic,Cereal,625250.29
641,1659185340641,Italy,Cosmetics,2127179.74
642,1659185340642,Cote d'Ivoire,Cosmetics,2045284.11
643,1659185340643,Mali,Snacks,110009.76
644,1659185340644,Taiwan,Fruits,13272.56
645,1659185340645,China,Beverages,188196.8
646,1659185340646,Belarus,Personal Care,337413.18
647,1659185340647,Dominica,Beverages,218301.93
648,1659185340648,Marshall Islands,Vegetables,49102.2
649,1659185340649,Belgium,Fruits,6117.28
650,1659185340650,Solomon Islands,Cosmetics,2328100.53
651,1659185340651,Libya,Fruits,51097.28
652,1659185340652,Dominica,Household,3276058.26
653,1659185340653,Haiti,Personal Care,469340.94
654,1659185340654,Israel,Cereal,203654.29
655,1659185340655,Malaysia,Baby Food,1273925.22
656,1659185340656,Norway,Office Supplies,2711943.36
657,1659185340657,Ireland,Baby Food,546172.92
658,1659185340658,Croatia,Meat,3633406.47
659,1659185340659,Dominican Republic,Personal Care,226736.67
660,1659185340660,Federated States of Micronesia,Snacks,174807.36
661,1659185340661,Bhutan,Household,818637.66
662,1659185340662,Kenya,Household,4433910.42
663,1659185340663,Egypt,Baby Food,115738.92
664,1659185340664,San Marino,Cereal,200843.65
665,1659185340665,Swaziland,Beverages,260805.16
666,1659185340666,Solomon Islands,Clothes,130242.56
667,1659185340667,Morocco,Personal Care,197098.26
668,1659185340668,Norway,Vegetables,22095.99
669,1659185340669,Netherlands,Beverages,269038.77
670,1659185340670,Czech Republic,Cereal,1136669.66
671,1659185340671,Thailand,Meat,2761432.68
672,1659185340672,Albania,Baby Food,428680.38
673,1659185340673,Malaysia,Snacks,752041.92
674,1659185340674,Pakistan,Snacks,229373.76
675,1659185340675,Cyprus,Cereal,974120.98
676,1659185340676,France,Cereal,511185.15
677,1659185340677,Iraq,Baby Food,204535.86
678,1659185340678,Maldives,Cosmetics,1813817.04
679,1659185340679,Kuwait,Office Supplies,540183.84
680,1659185340680,Mongolia,Beverages,18628.94
681,1659185340681,Iran,Personal Care,253258.23
682,1659185340682,Belarus,Vegetables,783998.46
683,1659185340683,Bahrain,Clothes,36485.12
684,1659185340684,Swaziland,Clothes,238766.08
685,1659185340685,Portugal,Snacks,252369.6
686,1659185340686,Armenia,Personal Care,162586.23
687,1659185340687,Jamaica,Vegetables,327166.14
688,1659185340688,Azerbaijan,Clothes,283386.88
689,1659185340689,Norway,Snacks,93152.64
690,1659185340690,Netherlands,Cereal,578523.4
691,1659185340691,Tuvalu,Office Supplies,2141836.8
692,1659185340692,Croatia,Cereal,1128003.52
693,1659185340693,Mexico,Beverages,155198.78
694,1659185340694,Jordan,Cereal,17332.28
695,1659185340695,Angola,Cosmetics,2048180.74
696,1659185340696,Gabon,Cereal,837453.61
697,1659185340697,Afghanistan,Vegetables,880202.4
698,1659185340698,East Timor,Snacks,370856.64
699,1659185340699,North Korea,Clothes,107.52
700,1659185340700,Sudan,Snacks,562813.44
701,1659185340701,Botswana,Fruits,4581.04
702,1659185340702,South Korea,Office Supplies,643600.96
703,1659185340703,Barbados,Meat,2213303.61
704,1659185340704,Taiwan,Household,412082.8
705,1659185340705,United Kingdom,Beverages,99820.6
706,1659185340706,Tonga,Fruits,53429.32
707,1659185340707,Grenada,Personal Care,72990.96
708,1659185340708,Sao Tome and Principe,Clothes,272168.96
709,1659185340709,Philippines,Meat,885102.63
710,1659185340710,Thailand,Office Supplies,4516230.88
711,1659185340711,Costa Rica,Cosmetics,255956.76
712,1659185340712,Slovenia,Vegetables,128393.16
713,1659185340713,Mauritius ,Cosmetics,1010133.88
714,1659185340714,South Sudan,Fruits,63560.2
715,1659185340715,Sudan,Personal Care,24594.78
716,1659185340716,Norway,Personal Care,429898.62
717,1659185340717,Maldives,Vegetables,243601.47
718,1659185340718,Saint Lucia,Snacks,465665.76
719,1659185340719,Marshall Islands,Baby Food,794868.12
720,1659185340720,Uzbekistan,Snacks,139144.32
721,1659185340721,Armenia,Baby Food,680404.56
722,1659185340722,Rwanda,Office Supplies,366422.08
723,1659185340723,Algeria,Personal Care,563356.47
724,1659185340724,Federated States of Micronesia,Cosmetics,2172999.16
725,1659185340725,Sao Tome and Principe,Meat,1428490.73
726,1659185340726,South Africa,Fruits,15597.68
727,1659185340727,Australia,Personal Care,34625.37
728,1659185340728,Belarus,Snacks,328275.36
729,1659185340729,Iran,Cereal,812392.07
730,1659185340730,Vietnam,Personal Care,269749.2
731,1659185340731,Trinidad and Tobago,Fruits,15978.28
732,1659185340732,Dominica,Cereal,244877.01
733,1659185340733,Botswana,Beverages,274697.39
734,1659185340734,North Korea,Personal Care,199875.09
735,1659185340735,Ghana,Clothes,12472.32
736,1659185340736,Pakistan,Cosmetics,2562727.56
737,1659185340737,Equatorial Guinea,Fruits,30046.64
738,1659185340738,Cambodia,Meat,1411350.3
739,1659185340739,Saint Lucia,Office Supplies,20473.44
740,1659185340740,Haiti,Fruits,11099.68
741,1659185340741,Liberia,Cosmetics,2462662.16
742,1659185340742,Montenegro,Personal Care,62337.0
743,1659185340743,Republic of the Congo,Vegetables,608867.28
744,1659185340744,Bahrain,Meat,1101363.8
745,1659185340745,Pakistan,Cereal,1052116.24
746,1659185340746,Democratic Republic of the Congo,Beverages,16816.91
747,1659185340747,Hungary,Clothes,201779.2
748,1659185340748,Armenia,Fruits,64300.64
749,1659185340749,Poland,Cereal,1001173.39
750,1659185340750,Andorra,Snacks,727974.24
751,1659185340751,China,Beverages,68507.45
752,1659185340752,Iceland,Clothes,205434.88
753,1659185340753,Sudan,Meat,1226087.78
754,1659185340754,Sweden,Personal Care,410120.79
755,1659185340755,Mongolia,Baby Food,252361.86
756,1659185340756,Rwanda,Baby Food,1220041.26
757,1659185340757,Australia,Office Supplies,4584475.68
758,1659185340758,Mauritius ,Fruits,35575.72
759,1659185340759,Federated States of Micronesia,Vegetables,838920.18
760,1659185340760,Philippines,Office Supplies,192660.32
761,1659185340761,Palau,Cosmetics,2626980.08
762,1659185340762,Honduras,Fruits,44938.48
763,1659185340763,India,Baby Food,63289.74
764,1659185340764,United States of America,Cosmetics,2419212.71
765,1659185340765,Moldova ,Beverages,76391.37
766,1659185340766,Croatia,Personal Care,374588.7
767,1659185340767,Djibouti,Vegetables,37099.44
768,1659185340768,El Salvador,Office Supplies,4948272.96
769,1659185340769,Democratic Republic of the Congo,Snacks,129205.44
770,1659185340770,Bulgaria,Personal Care,45336.0
771,1659185340771,Poland,Meat,1667362.68
772,1659185340772,Saint Lucia,Meat,2332557.24
773,1659185340773,Somalia,Fruits,14248.28
774,1659185340774,Cambodia,Meat,1596612.82
775,1659185340775,Jamaica,Household,4121330.54
776,1659185340776,Singapore,Meat,1972608.21
777,1659185340777,Latvia,Fruits,68597.96
778,1659185340778,Niger,Office Supplies,1393768.8
779,1659185340779,Jamaica,Cosmetics,1740084.64
780,1659185340780,Ireland,Clothes,63723.52
781,1659185340781,Grenada,Fruits,1390.92
782,1659185340782,Egypt,Clothes,33832.96
783,1659185340783,South Africa,Cereal,597963.66
784,1659185340784,South Sudan,Office Supplies,428367.36
785,1659185340785,Tunisia ,Fruits,56993.12
786,1659185340786,Monaco,Meat,1662257.02
787,1659185340787,Guinea-Bissau,Clothes,322775.04
788,1659185340788,Bhutan,Household,3937400.9
789,1659185340789,Gabon,Personal Care,528731.1
790,1659185340790,India,Cereal,1031621.99
791,1659185340791,Equatorial Guinea,Vegetables,329348.46
792,1659185340792,Iran,Snacks,793843.68
793,1659185340793,United Kingdom,Meat,3207448.55
794,1659185340794,Greece,Personal Care,510596.7
795,1659185340795,Bahrain,Cereal,499474.15
796,1659185340796,Kenya,Baby Food,1126302.3
797,1659185340797,New Zealand,Cosmetics,512176.85
798,1659185340798,Rwanda,Vegetables,43100.82
799,1659185340799,Portugal,Fruits,43243.08
800,1659185340800,Saudi Arabia,Meat,3610795.69
801,1659185340801,Romania,Clothes,146621.44
802,1659185340802,South Africa,Office Supplies,4467934.56
803,1659185340803,Indonesia,Beverages,155325.94
804,1659185340804,Marshall Islands,Personal Care,111583.23
805,1659185340805,Portugal,Personal Care,30941.82
806,1659185340806,Seychelles ,Cosmetics,2221715.21
807,1659185340807,Belarus,Office Supplies,2880980.48
808,1659185340808,Bulgaria,Vegetables,780088.47
809,1659185340809,Estonia,Clothes,237368.32
810,1659185340810,Morocco,Clothes,199306.24
811,1659185340811,Saint Lucia,Beverages,107036.93
812,1659185340812,Eritrea,Baby Food,804433.32
813,1659185340813,Switzerland,Personal Care,432618.78
814,1659185340814,Denmark,Office Supplies,2728742.08
815,1659185340815,Slovakia,Household,1928748.52
816,1659185340816,Saint Vincent and the Grenadines,Beverages,212420.78
817,1659185340817,Ireland,Vegetables,808549.56
818,1659185340818,Nicaragua,Vegetables,241873.8
819,1659185340819,Saudi Arabia,Snacks,215439.84
820,1659185340820,Montenegro,Cosmetics,2316777.34
821,1659185340821,Germany,Cereal,668463.88
822,1659185340822,Sweden,Household,1637777.86
823,1659185340823,Belarus,Clothes,136156.16
824,1659185340824,Switzerland,Baby Food,1069389.36
825,1659185340825,Rwanda,Cosmetics,894268.68
826,1659185340826,Iceland,Snacks,224891.52
827,1659185340827,Laos,Meat,1427761.35
828,1659185340828,Albania,Household,2876036.42
829,1659185340829,Tunisia ,Household,3652963.26
830,1659185340830,Panama,Beverages,162701.22
831,1659185340831,New Zealand,Vegetables,715710.03
832,1659185340832,Uzbekistan,Office Supplies,607378.72
833,1659185340833,Tonga,Baby Food,420390.54
834,1659185340834,Central African Republic,Cereal,820238.44
835,1659185340835,Ireland,Personal Care,55593.27
836,1659185340836,Sweden,Office Supplies,4368717.12
837,1659185340837,Netherlands,Cosmetics,1267933.95
838,1659185340838,Papua New Guinea,Household,1646823.58
839,1659185340839,Djibouti,Vegetables,777906.15
840,1659185340840,Kenya,Beverages,80460.49
841,1659185340841,Kazakhstan,Personal Care,516547.05
842,1659185340842,Senegal,Snacks,901222.56
843,1659185340843,Moldova ,Beverages,187815.32
844,1659185340844,Hungary,Cereal,1065232.56
845,1659185340845,Israel,Vegetables,77108.64
846,1659185340846,The Gambia,Snacks,22800.96
847,1659185340847,Sierra Leone,Office Supplies,4383940.96
848,1659185340848,Cameroon,Cosmetics,876362.24
849,1659185340849,Andorra,Household,2678035.66
850,1659185340850,Myanmar,Snacks,150349.92
851,1659185340851,Portugal,Cosmetics,314942.68
852,1659185340852,Turkmenistan,Office Supplies,284528.32
853,1659185340853,Cote d'Ivoire,Snacks,766657.92
854,1659185340854,Tunisia ,Cereal,994263.9
855,1659185340855,Haiti,Vegetables,887204.01
856,1659185340856,Taiwan,Baby Food,964491.0
857,1659185340857,Fiji,Cereal,442558.69
858,1659185340858,Saint Vincent and the Grenadines,Snacks,622251.84
859,1659185340859,Djibouti,Cosmetics,2461082.18
860,1659185340860,Indonesia,Cosmetics,1359572.79
861,1659185340861,Bulgaria,Meat,3053914.06
862,1659185340862,Cape Verde,Fruits,3771.4
863,1659185340863,Oman,Snacks,513996.0
864,1659185340864,Bosnia and Herzegovina,Cereal,374166.45
865,1659185340865,United Arab Emirates,Meat,2540065.85
866,1659185340866,Liberia,Meat,2289523.82
867,1659185340867,Slovakia,Personal Care,161906.19
868,1659185340868,Denmark,Cereal,639186.38
869,1659185340869,Kuwait,Cereal,569857.26
870,1659185340870,France,Baby Food,1418519.16
871,1659185340871,Kiribati,Household,3720806.16
872,1659185340872,Ukraine,Fruits,50266.88
873,1659185340873,Ukraine,Household,3712765.52
874,1659185340874,Ghana,Clothes,133253.12
875,1659185340875,Samoa ,Fruits,29271.6
876,1659185340876,Yemen,Beverages,124807.54
877,1659185340877,Nicaragua,Vegetables,895114.92
878,1659185340878,Norway,Cereal,708632.61
879,1659185340879,Brunei,Personal Care,489912.15
880,1659185340880,Tuvalu,Fruits,5238.44
881,1659185340881,Kiribati,Vegetables,686248.71
882,1659185340882,Mauritania,Cosmetics,318102.64
883,1659185340883,Poland,Snacks,581034.72
884,1659185340884,Nepal,Office Supplies,1610577.28
885,1659185340885,Senegal,Beverages,184668.11
886,1659185340886,Turkey,Vegetables,409366.86
887,1659185340887,Central African Republic,Fruits,10359.24
888,1659185340888,Solomon Islands,Clothes,221240.32
889,1659185340889,Lesotho,Vegetables,904026.06
890,1659185340890,Jordan,Personal Care,70610.82
891,1659185340891,Bahrain,Cosmetics,146938.14
892,1659185340892,Kyrgyzstan,Office Supplies,2826384.64
893,1659185340893,Uzbekistan,Household,2643360.4
894,1659185340894,Cambodia,Office Supplies,3544529.92
895,1659185340895,Tunisia ,Personal Care,479428.2
896,1659185340896,Eritrea,Personal Care,340813.38
897,1659185340897,Bulgaria,Fruits,48952.08
898,1659185340898,Afghanistan,Clothes,226974.72
899,1659185340899,Germany,Beverages,16371.85
900,1659185340900,Malta,Meat,1230464.06
901,1659185340901,Comoros,Vegetables,63378.21
902,1659185340902,Tonga,Cereal,620800.11
903,1659185340903,Uganda,Fruits,14082.2
904,1659185340904,Ukraine,Office Supplies,1458338.88
905,1659185340905,Gabon,Baby Food,229883.64
906,1659185340906,Kiribati,Office Supplies,4708366.24
907,1659185340907,Belarus,Snacks,811870.08
908,1659185340908,Malta,Personal Care,540518.46
909,1659185340909,Niger,Personal Care,261872.07
910,1659185340910,Lithuania,Cereal,310224.39
911,1659185340911,East Timor,Beverages,150080.59
912,1659185340912,The Bahamas,Cereal,1050008.26
913,1659185340913,Hungary,Vegetables,504297.78
914,1659185340914,Malawi,Vegetables,150307.29
915,1659185340915,Morocco,Clothes,233390.08
916,1659185340916,Cyprus,Vegetables,579678.75
917,1659185340917,Gabon,Vegetables,866653.83
918,1659185340918,Canada,Fruits,8961.4
919,1659185340919,Antigua and Barbuda ,Meat,3288774.42
920,1659185340920,Taiwan,Vegetables,643602.54
921,1659185340921,Lithuania,Snacks,183869.28
922,1659185340922,Vanuatu,Fruits,47658.04
923,1659185340923,Greece,Office Supplies,3964497.92
924,1659185340924,Georgia,Office Supplies,3352919.52
925,1659185340925,Cote d'Ivoire,Cereal,928330.97
926,1659185340926,Haiti,Vegetables,340169.13
927,1659185340927,Kazakhstan,Household,3731862.04
928,1659185340928,Montenegro,Snacks,936788.16
929,1659185340929,Tajikistan,Office Supplies,1555981.44
930,1659185340930,Guinea-Bissau,Snacks,698547.36
931,1659185340931,Bangladesh,Meat,1441984.26
932,1659185340932,Kenya,Clothes,74260.48
933,1659185340933,Tuvalu,Snacks,225086.4
934,1659185340934,Tanzania,Baby Food,396158.7
935,1659185340935,Saint Lucia,Cereal,286451.06
936,1659185340936,Lesotho,Office Supplies,4762962.08
937,1659185340937,Gabon,Household,641743.58
938,1659185340938,Iceland,Beverages,158950.0
939,1659185340939,Iceland,Clothes,294497.28
940,1659185340940,Sao Tome and Principe,Baby Food,945520.02
941,1659185340941,Mali,Cosmetics,1363786.07
942,1659185340942,Nicaragua,Baby Food,4463.76
943,1659185340943,Grenada,Household,3305205.58
944,1659185340944,Kosovo,Clothes,285178.88
945,1659185340945,The Bahamas,Personal Care,528561.09
946,1659185340946,Kyrgyzstan,Fruits,19929.6
947,1659185340947,Djibouti,Baby Food,452912.22
948,1659185340948,Mauritania,Beverages,14750.56
949,1659185340949,Macedonia,Beverages,287190.86
950,1659185340950,Malaysia,Cereal,1038765.7
951,1659185340951,Iran,Baby Food,369854.4
952,1659185340952,Ukraine,Clothes,314101.76
953,1659185340953,Liberia,Household,4830917.02
954,1659185340954,Malaysia,Personal Care,187521.03
955,1659185340955,Czech Republic,Baby Food,52130.34
